epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,2839.66,0.51655,0.6497,0.82119,0.88269,0.85004,0.91737,0.80927,0.48807,0.55618,0.81171,0.000148525,0.000148525,0.000148525
43,2901.82,0.51912,0.64379,0.81912,0.87927,0.8624,0.92001,0.81391,0.47914,0.54976,0.81206,0.00014605,0.00014605,0.00014605
44,2964.56,0.50842,0.63772,0.81774,0.88898,0.85058,0.91693,0.81154,0.47478,0.55163,0.81108,0.000143575,0.000143575,0.000143575
45,3027.41,0.5162,0.633,0.81787,0.89565,0.85461,0.92573,0.81935,0.4758,0.53566,0.8095,0.0001411,0.0001411,0.0001411
46,3090.07,0.51022,0.63082,0.81887,0.88999,0.85843,0.92269,0.81593,0.47711,0.53608,0.81041,0.000138625,0.000138625,0.000138625
47,3153.59,0.51006,0.62353,0.81848,0.88795,0.85489,0.92228,0.81689,0.47547,0.54053,0.81054,0.00013615,0.00013615,0.00013615
48,3215.61,0.50626,0.6165,0.81865,0.89568,0.85938,0.92671,0.82709,0.4582,0.52567,0.80724,0.000133675,0.000133675,0.000133675
49,3277.98,0.50559,0.6115,0.81555,0.8975,0.85892,0.9261,0.82181,0.47339,0.5282,0.8101,0.0001312,0.0001312,0.0001312
50,3341.64,0.50768,0.6164,0.81674,0.90058,0.85309,0.92484,0.81968,0.47359,0.52863,0.81005,0.000128725,0.000128725,0.000128725
51,3403.97,0.50414,0.61395,0.81611,0.89199,0.85578,0.92435,0.82116,0.46686,0.53011,0.80947,0.00012625,0.00012625,0.00012625
52,3466.38,0.50099,0.59807,0.8176,0.89368,0.86317,0.92608,0.82515,0.4608,0.51822,0.80768,0.000123775,0.000123775,0.000123775
53,3531.18,0.49937,0.60231,0.81601,0.89215,0.87285,0.92978,0.82874,0.46285,0.5109,0.80667,0.0001213,0.0001213,0.0001213
54,3597.16,0.50007,0.59466,0.81461,0.89776,0.86754,0.93239,0.83413,0.45257,0.50166,0.80485,0.000118825,0.000118825,0.000118825
55,3662.09,0.49696,0.58877,0.81447,0.88935,0.87323,0.92745,0.8252,0.46588,0.51141,0.80806,0.00011635,0.00011635,0.00011635
56,3727.23,0.49674,0.58242,0.81442,0.8875,0.8709,0.92661,0.82399,0.46807,0.51466,0.80919,0.000113875,0.000113875,0.000113875
57,3791.59,0.49431,0.582,0.8149,0.89494,0.87374,0.93013,0.83015,0.4569,0.50647,0.8069,0.0001114,0.0001114,0.0001114
58,3859.22,0.49105,0.57517,0.81479,0.89506,0.87488,0.93275,0.83483,0.45142,0.50002,0.8067,0.000108925,0.000108925,0.000108925
59,3925.08,0.4912,0.57327,0.8129,0.89362,0.87171,0.92871,0.82905,0.46008,0.50576,0.8079,0.00010645,0.00010645,0.00010645
60,3989.31,0.48815,0.56653,0.81368,0.89084,0.87369,0.93037,0.83026,0.46068,0.50019,0.80746,0.000103975,0.000103975,0.000103975
61,4055.18,0.48753,0.56467,0.81267,0.90289,0.86725,0.93082,0.8332,0.45621,0.49781,0.8072,0.0001015,0.0001015,0.0001015
62,4119.46,0.48602,0.56193,0.8128,0.89428,0.87724,0.93203,0.83405,0.45532,0.49802,0.80798,9.9025e-05,9.9025e-05,9.9025e-05
63,4184.61,0.4902,0.56319,0.81383,0.9107,0.86557,0.93296,0.83565,0.45094,0.49072,0.80603,9.655e-05,9.655e-05,9.655e-05
64,4249.08,0.48856,0.55728,0.81224,0.90014,0.87548,0.93503,0.83834,0.44916,0.48383,0.80469,9.4075e-05,9.4075e-05,9.4075e-05
65,4313.89,0.48462,0.54762,0.81179,0.89592,0.88216,0.93456,0.83818,0.44917,0.48494,0.80558,9.16e-05,9.16e-05,9.16e-05
66,4378.35,0.48608,0.55105,0.81376,0.90665,0.87259,0.936,0.83837,0.44918,0.48067,0.80557,8.9125e-05,8.9125e-05,8.9125e-05
67,4443.14,0.48059,0.54717,0.81309,0.89565,0.87948,0.9344,0.83469,0.45696,0.48656,0.80623,8.665e-05,8.665e-05,8.665e-05
68,4508.21,0.48296,0.55108,0.81395,0.89581,0.88283,0.93263,0.83167,0.45936,0.48975,0.80712,8.4175e-05,8.4175e-05,8.4175e-05
69,4573.17,0.47804,0.54248,0.81116,0.89951,0.87989,0.93308,0.83477,0.45675,0.48538,0.80647,8.17e-05,8.17e-05,8.17e-05
70,4638.5,0.47611,0.53429,0.81122,0.89757,0.8823,0.93648,0.84062,0.44689,0.47542,0.8044,7.9225e-05,7.9225e-05,7.9225e-05
71,4702.86,0.47687,0.53346,0.81051,0.90742,0.87589,0.9357,0.83844,0.44926,0.47655,0.80549,7.675e-05,7.675e-05,7.675e-05
72,4768.35,0.47342,0.52828,0.80865,0.91138,0.87641,0.93867,0.84427,0.44016,0.46964,0.80374,7.4275e-05,7.4275e-05,7.4275e-05
73,4834.02,0.47433,0.52904,0.81047,0.90598,0.88021,0.93587,0.83895,0.45297,0.47513,0.80497,7.18e-05,7.18e-05,7.18e-05
74,4899.43,0.47731,0.52743,0.81266,0.90358,0.88695,0.939,0.84446,0.44136,0.46645,0.80372,6.9325e-05,6.9325e-05,6.9325e-05
75,4964.12,0.47667,0.52866,0.81096,0.89428,0.88783,0.93723,0.84138,0.44669,0.47061,0.80496,6.685e-05,6.685e-05,6.685e-05
76,5029.14,0.47222,0.52134,0.81071,0.89679,0.88887,0.93767,0.84263,0.44221,0.4684,0.80398,6.4375e-05,6.4375e-05,6.4375e-05
77,5093.71,0.47376,0.52292,0.81035,0.89831,0.88477,0.93533,0.83777,0.4545,0.47417,0.80608,6.19e-05,6.19e-05,6.19e-05
78,5158.59,0.46796,0.51601,0.80803,0.90551,0.88338,0.93801,0.84257,0.44671,0.46754,0.8047,5.9425e-05,5.9425e-05,5.9425e-05
79,5226.79,0.47288,0.52207,0.81166,0.90338,0.88719,0.93845,0.84378,0.44326,0.46463,0.80429,5.695e-05,5.695e-05,5.695e-05
80,5295.42,0.4678,0.51144,0.80955,0.89921,0.88734,0.93725,0.84207,0.44491,0.46889,0.80427,5.4475e-05,5.4475e-05,5.4475e-05
81,5363.76,0.47082,0.51273,0.81118,0.89732,0.88922,0.93693,0.84339,0.44153,0.46316,0.80412,5.2e-05,5.2e-05,5.2e-05
82,5433.59,0.46968,0.51373,0.80886,0.90467,0.88449,0.93849,0.84378,0.4428,0.46344,0.80403,4.9525e-05,4.9525e-05,4.9525e-05
83,5502.2,0.46828,0.51181,0.81034,0.91029,0.88439,0.93913,0.84623,0.44129,0.46165,0.80362,4.705e-05,4.705e-05,4.705e-05
84,5571.66,0.4677,0.50558,0.80998,0.90935,0.88101,0.93785,0.8446,0.4426,0.45894,0.80373,4.4575e-05,4.4575e-05,4.4575e-05
85,5640.4,0.46704,0.50423,0.81147,0.90989,0.87832,0.9368,0.84211,0.4449,0.46209,0.8048,4.21e-05,4.21e-05,4.21e-05
86,5708.45,0.46221,0.50198,0.8085,0.90462,0.8813,0.93674,0.84247,0.44604,0.46225,0.80441,3.9625e-05,3.9625e-05,3.9625e-05
87,5780.6,0.46413,0.49613,0.80996,0.91176,0.87675,0.93645,0.84098,0.44741,0.46523,0.80463,3.715e-05,3.715e-05,3.715e-05
88,5863.65,0.46519,0.49547,0.80838,0.91002,0.88164,0.93797,0.84412,0.44405,0.4624,0.80417,3.4675e-05,3.4675e-05,3.4675e-05
89,5947.7,0.45965,0.49192,0.80929,0.90663,0.8832,0.93807,0.84413,0.44464,0.46023,0.80386,3.22e-05,3.22e-05,3.22e-05
90,6030.91,0.46155,0.49527,0.80793,0.90493,0.88599,0.93843,0.84541,0.44245,0.45874,0.80298,2.9725e-05,2.9725e-05,2.9725e-05
91,6137.08,0.43438,0.40971,0.79869,0.90364,0.88508,0.93686,0.84477,0.43835,0.45993,0.80236,2.725e-05,2.725e-05,2.725e-05
92,6218.36,0.43444,0.40873,0.80104,0.90811,0.88091,0.93692,0.84321,0.43947,0.46115,0.80286,2.4775e-05,2.4775e-05,2.4775e-05
93,6298.02,0.43091,0.40781,0.79853,0.90524,0.88421,0.93712,0.84522,0.43778,0.45857,0.80277,2.23e-05,2.23e-05,2.23e-05
